"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,1509,146
2,81,3157,383
3,111,3811,549
4,124,4038,590
5,94,3605,657
6,85,3088,580
7,101,2462,504
8,56,2168,408
9,34,1701,362
10,51,1384,321
11,37,1117,235
12,25,969,201
13,22,755,189
14,40,632,134
15,19,586,116
16,17,451,91
17,19,369,102
18,23,345,68
19,18,291,69
20,16,239,55
21,18,182,48
22,10,190,46
23,6,196,31
24,12,159,34
25,10,110,28
26,6,90,24
27,13,109,16
28,7,109,24
29,3,76,17
30,8,85,15
31,8,56,15
32,8,59,7
33,6,55,11
34,5,53,9
35,7,47,12
36,8,47,12
37,5,41,4
38,5,29,5
39,2,24,5
40,4,37,5
41,6,20,3
42,2,25,2
43,1,29,3
44,3,29,3
45,3,26,6
46,4,22,3
47,0,20,7
48,2,14,2
49,5,24,2
50,4,13,4
51,3,16,0
52,0,8,0
53,2,10,2
54,1,18,1
55,1,11,2
56,4,9,1
57,0,6,0
58,3,10,0
59,1,4,1
60,2,6,1
