"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,1958,167
2,48,4347,446
3,50,5485,645
4,80,5637,715
5,82,5003,801
6,76,4233,712
7,75,3385,624
8,61,2946,523
9,42,2322,446
10,37,1900,392
11,35,1545,302
12,25,1312,250
13,26,985,235
14,27,854,172
15,29,766,150
16,14,600,116
17,16,487,125
18,16,450,89
19,28,397,89
20,7,307,72
21,15,240,51
22,12,257,55
23,9,247,38
24,4,198,40
25,10,140,35
26,9,120,28
27,16,135,23
28,5,145,30
29,5,103,20
30,4,103,16
31,8,76,17
32,7,79,13
33,13,71,17
34,3,59,14
35,3,57,13
36,8,51,13
37,2,53,6
38,4,42,6
39,6,29,6
40,9,44,8
41,4,30,6
42,6,32,2
43,5,31,3
44,4,34,4
45,5,31,6
46,5,27,3
47,3,24,9
48,2,18,2
49,5,28,2
50,0,21,3
51,8,21,1
52,4,11,0
53,3,14,2
54,3,20,1
55,3,11,2
56,0,11,1
57,3,8,1
58,1,9,0
59,1,9,1
60,1,8,1
