"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2047,172
2,10,4522,459
3,7,5698,652
4,5,5881,726
5,7,5222,810
6,3,4425,723
7,1,3540,637
8,9,3089,531
9,2,2423,454
10,3,2004,399
11,2,1638,309
12,3,1374,257
13,4,1042,247
14,3,897,180
15,1,807,153
16,1,640,121
17,2,523,128
18,1,462,95
19,1,410,93
20,0,327,74
21,0,257,58
22,2,275,61
23,4,257,41
24,1,210,41
25,3,148,36
26,0,132,32
27,1,146,24
28,1,152,32
29,0,113,21
30,0,113,16
31,1,80,17
32,0,84,14
33,2,73,17
34,0,68,16
35,4,69,13
36,3,60,13
37,3,56,6
38,2,44,6
39,0,35,7
40,0,54,9
41,0,34,6
42,2,36,2
43,1,33,3
44,0,37,4
45,2,34,6
46,2,29,3
47,0,24,9
48,0,20,2
49,0,27,2
50,2,23,3
51,0,20,1
52,3,11,0
53,2,13,3
54,2,22,2
55,1,14,2
56,0,12,1
57,1,10,1
58,0,12,0
59,0,9,1
60,0,7,1
