"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,2008,169
2,44,4429,458
3,44,5611,651
4,48,5749,717
5,32,5109,805
6,25,4338,714
7,37,3456,630
8,29,3017,528
9,22,2386,451
10,23,1956,396
11,26,1596,306
12,12,1345,254
13,6,1001,242
14,19,881,174
15,20,792,150
16,18,618,118
17,22,504,128
18,8,456,92
19,8,404,91
20,8,321,72
21,11,246,55
22,9,267,57
23,4,251,41
24,7,202,41
25,7,145,35
26,6,124,29
27,9,137,24
28,4,149,31
29,11,113,20
30,3,106,16
31,7,78,17
32,4,81,13
33,5,74,17
34,1,64,15
35,6,61,13
36,5,57,13
37,7,53,6
38,2,41,6
39,3,32,6
40,1,48,8
41,7,37,6
42,2,33,2
43,8,34,3
44,2,35,4
45,2,34,6
46,3,28,3
47,2,27,9
48,1,19,2
49,5,26,2
50,9,20,4
51,2,20,1
52,3,10,0
53,4,13,3
54,3,21,2
55,5,12,2
56,4,12,1
57,2,8,1
58,2,11,0
59,5,13,1
60,0,6,1
