"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,38,1277,123
2,185,2700,318
3,222,3094,431
4,131,3255,458
5,94,2838,502
6,116,2493,439
7,108,1948,401
8,94,1693,311
9,101,1319,272
10,95,1081,242
11,46,860,183
12,54,757,143
13,42,612,139
14,46,490,93
15,44,451,84
16,35,344,72
17,41,271,78
18,24,261,44
19,23,224,52
20,23,175,42
21,27,131,32
22,16,137,38
23,24,133,26
24,20,113,23
25,8,75,24
26,7,64,13
27,9,87,11
28,20,79,17
29,12,55,11
30,17,58,10
31,15,36,8
32,7,42,5
33,4,42,9
34,13,36,5
35,7,31,8
36,6,25,6
37,8,25,4
38,3,21,3
39,6,17,3
40,4,34,2
41,4,10,3
42,6,24,1
43,4,19,2
44,6,16,3
45,5,20,5
46,5,14,2
47,3,16,4
48,3,7,0
49,3,19,2
50,5,9,3
51,2,11,0
52,5,5,1
53,3,5,2
54,0,13,0
55,2,7,0
56,6,4,1
57,3,6,0
58,0,7,0
59,1,3,1
60,2,5,1
