"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,29,1456,143
2,155,3042,378
3,133,3673,530
4,167,3916,574
5,77,3490,628
6,59,3000,564
7,79,2379,485
8,73,2090,391
9,53,1635,350
10,44,1341,308
11,49,1081,226
12,35,935,194
13,32,738,182
14,33,609,125
15,21,559,112
16,19,438,87
17,21,354,98
18,22,333,67
19,11,283,66
20,14,231,52
21,12,175,48
22,13,185,44
23,9,185,31
24,7,152,34
25,10,102,27
26,11,86,24
27,7,102,16
28,11,104,21
29,6,72,16
30,4,77,15
31,8,59,13
32,4,54,6
33,2,58,11
34,3,55,9
35,6,46,11
36,5,40,10
37,1,38,5
38,5,30,4
39,4,27,5
40,4,33,6
41,5,17,3
42,5,26,2
43,7,27,4
44,2,24,3
45,4,28,7
46,7,22,2
47,0,19,5
48,5,13,2
49,3,20,2
50,2,12,3
51,5,15,0
52,3,6,0
53,2,8,2
54,4,15,1
55,3,9,1
56,3,5,1
57,1,7,1
58,4,10,0
59,2,5,1
60,2,6,1
