"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2040,172
2,3,4515,459
3,14,5696,652
4,10,5867,725
5,5,5209,808
6,8,4413,722
7,7,3537,637
8,4,3082,530
9,3,2421,453
10,3,2001,399
11,3,1633,309
12,1,1372,257
13,3,1038,246
14,1,894,180
15,4,804,153
16,6,639,120
17,2,519,128
18,6,463,94
19,1,409,92
20,2,325,74
21,1,257,58
22,0,272,61
23,0,256,41
24,1,212,41
25,3,148,36
26,3,133,32
27,1,146,24
28,4,151,32
29,4,114,21
30,3,114,16
31,2,79,17
32,1,82,14
33,0,74,17
34,0,68,16
35,3,68,13
36,1,59,13
37,1,55,6
38,3,44,6
39,4,36,7
40,1,53,8
41,2,35,6
42,1,35,2
43,5,33,3
44,0,36,4
45,4,33,6
46,2,29,3
47,2,26,9
48,1,19,2
49,0,28,2
50,3,20,4
51,0,21,1
52,1,11,0
53,1,14,3
54,0,20,2
55,3,13,2
56,2,13,1
57,3,13,1
58,1,12,0
59,4,11,1
60,2,7,1
