"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,19,1931,166
2,110,4274,442
3,105,5336,641
4,135,5532,707
5,87,4896,796
6,81,4147,704
7,89,3328,615
8,84,2896,518
9,49,2268,440
10,42,1864,387
11,54,1514,300
12,43,1283,247
13,28,968,233
14,30,840,170
15,23,752,149
16,22,591,113
17,14,477,125
18,19,446,88
19,19,388,87
20,30,301,72
21,9,227,50
22,15,250,54
23,7,240,37
24,12,198,40
25,16,138,35
26,12,118,28
27,6,129,23
28,5,143,30
29,11,104,20
30,3,103,15
31,6,70,17
32,7,79,12
33,10,70,16
34,7,57,13
35,7,58,13
36,5,51,13
37,5,53,6
38,5,41,5
39,7,30,6
40,4,43,8
41,4,29,6
42,4,33,2
43,0,29,3
44,8,33,4
45,6,31,6
46,3,29,3
47,5,24,9
48,5,17,2
49,1,25,2
50,3,18,3
51,1,21,1
52,3,10,0
53,1,14,2
54,1,20,1
55,0,11,2
56,4,11,1
57,1,8,1
58,1,10,0
59,1,9,1
60,2,6,1
