"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,43,1070,105
2,141,2252,259
3,115,2442,341
4,164,2604,368
5,105,2278,406
6,104,2002,355
7,86,1560,315
8,91,1328,223
9,41,1061,213
10,39,875,182
11,61,672,139
12,38,580,101
13,41,484,106
14,28,385,61
15,32,339,64
16,22,260,54
17,21,214,56
18,26,198,32
19,21,188,36
20,20,145,27
21,7,94,28
22,22,103,28
23,18,102,19
24,12,88,21
25,14,63,16
26,20,50,12
27,13,57,7
28,17,58,14
29,21,41,5
30,18,43,6
31,4,27,6
32,11,34,2
33,13,31,7
34,10,27,3
35,13,23,8
36,16,25,4
37,11,16,4
38,9,15,2
39,14,13,3
40,11,17,0
41,9,8,2
42,7,19,0
43,13,11,1
44,9,12,2
45,9,18,5
46,10,11,2
47,9,9,3
48,7,4,0
49,14,15,1
50,8,11,2
51,5,8,0
52,4,4,1
53,8,3,0
54,8,10,0
55,9,4,0
56,10,3,1
57,4,3,0
58,3,3,0
59,3,2,2
60,6,1,1
