"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,1549,148
2,176,3254,388
3,127,3939,557
4,113,4184,610
5,114,3727,673
6,103,3184,597
7,79,2561,521
8,65,2228,420
9,69,1747,372
10,49,1422,332
11,35,1167,245
12,45,1008,208
13,26,772,192
14,23,657,136
15,24,604,120
16,27,464,92
17,15,375,103
18,12,352,70
19,16,305,73
20,15,248,57
21,12,188,48
22,9,195,46
23,17,200,33
24,9,164,36
25,8,115,31
26,8,93,27
27,7,109,17
28,9,111,23
29,12,81,17
30,8,83,15
31,5,60,15
32,5,63,9
33,9,56,12
34,2,52,9
35,0,47,12
36,11,46,13
37,4,45,5
38,4,34,5
39,3,30,5
40,7,34,5
41,6,24,5
42,5,25,2
43,6,32,3
44,5,27,3
45,5,27,6
46,3,23,3
47,3,20,6
48,0,13,2
49,3,23,2
50,5,14,3
51,2,15,0
52,0,9,0
53,3,13,2
54,2,17,1
55,3,8,1
56,0,5,2
57,2,7,0
58,5,10,0
59,2,6,2
60,0,7,1
