"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,28,1943,167
2,152,4297,443
3,101,5373,641
4,95,5567,707
5,107,4919,798
6,75,4175,705
7,60,3342,616
8,70,2899,519
9,70,2283,440
10,39,1868,387
11,37,1526,301
12,37,1289,248
13,40,973,234
14,26,840,171
15,29,758,149
16,18,594,113
17,16,478,125
18,7,444,88
19,18,389,88
20,16,302,72
21,28,231,50
22,6,249,54
23,15,238,37
24,4,194,40
25,11,140,35
26,12,118,28
27,12,131,23
28,5,145,30
29,5,105,20
30,11,103,15
31,2,71,17
32,7,80,12
33,6,69,16
34,9,59,13
35,5,56,13
36,7,53,13
37,5,52,6
38,4,40,6
39,6,31,6
40,6,43,8
41,3,31,6
42,3,31,2
43,4,31,3
44,0,32,4
45,8,31,6
46,6,27,3
47,3,26,9
48,5,17,2
49,5,25,2
50,1,19,3
51,3,21,1
52,1,10,0
53,3,12,2
54,1,21,1
55,1,12,2
56,0,11,1
57,4,8,1
58,1,9,0
59,1,10,1
60,1,6,1
