"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,2047,172
2,8,4523,459
3,11,5698,652
4,4,5882,726
5,4,5224,810
6,5,4425,723
7,3,3541,637
8,2,3087,531
9,5,2424,454
10,1,2005,399
11,4,1639,309
12,2,1378,257
13,3,1042,247
14,3,894,180
15,2,807,153
16,1,641,121
17,2,524,128
18,2,463,95
19,1,410,93
20,1,326,74
21,0,258,58
22,0,274,61
23,2,258,41
24,3,211,41
25,1,147,36
26,2,131,32
27,0,146,24
28,1,152,32
29,1,113,21
30,0,113,16
31,0,80,17
32,1,84,14
33,0,75,17
34,2,68,16
35,0,68,13
36,4,61,13
37,4,55,6
38,3,44,6
39,2,37,7
40,0,53,9
41,0,35,6
42,0,37,2
43,2,32,3
44,0,38,4
45,0,34,6
46,1,29,3
47,2,24,9
48,0,18,2
49,0,29,2
50,0,21,3
51,2,22,1
52,0,11,0
53,3,13,3
54,2,20,2
55,2,15,2
56,1,12,1
57,0,11,1
58,1,11,0
59,0,10,1
60,0,6,1
