"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,22,1465,144
2,87,3072,379
3,139,3708,537
4,116,3953,579
5,97,3517,634
6,89,3022,568
7,102,2399,491
8,51,2106,399
9,39,1646,355
10,42,1350,311
11,53,1091,231
12,43,943,199
13,31,748,185
14,32,618,131
15,23,570,112
16,18,437,88
17,25,359,99
18,16,335,66
19,10,288,67
20,16,230,54
21,15,181,49
22,8,186,45
23,10,196,31
24,8,153,34
25,9,104,27
26,8,83,24
27,6,103,16
28,9,106,22
29,9,76,16
30,6,78,15
31,11,58,13
32,4,57,6
33,3,57,11
34,7,52,9
35,4,45,11
36,1,45,10
37,3,42,4
38,4,30,4
39,5,24,6
40,0,33,6
41,3,18,3
42,4,28,2
43,3,28,5
44,4,24,3
45,1,26,6
46,4,20,2
47,2,20,5
48,1,15,3
49,6,23,2
50,0,13,3
51,3,16,0
52,3,7,0
53,2,8,2
54,4,16,1
55,2,8,1
56,2,7,1
57,4,5,0
58,3,9,0
59,2,4,1
60,1,8,2
