"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,36,1042,102
2,133,2187,251
3,133,2393,331
4,112,2557,364
5,120,2240,401
6,52,1964,348
7,58,1552,306
8,68,1307,218
9,49,1042,210
10,43,864,176
11,36,658,133
12,39,575,99
13,29,473,104
14,24,377,60
15,33,336,60
16,29,254,53
17,20,208,55
18,11,193,31
19,22,183,36
20,23,142,27
21,16,101,28
22,15,101,27
23,21,99,19
24,17,79,21
25,17,59,15
26,21,53,12
27,18,54,6
28,5,58,14
29,11,40,5
30,14,43,6
31,10,24,6
32,13,29,1
33,13,29,6
34,12,28,3
35,9,25,7
36,16,25,4
37,10,18,4
38,9,16,2
39,8,13,3
40,14,14,0
41,10,7,2
42,9,16,0
43,10,12,1
44,9,11,2
45,6,18,5
46,14,13,2
47,8,11,3
48,5,4,0
49,4,14,2
50,8,8,2
51,8,7,0
52,10,3,0
53,10,4,0
54,4,10,0
55,4,4,0
56,3,3,2
57,5,3,0
58,1,3,0
59,3,0,1
60,5,2,1
