"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,15,1995,167
2,44,4400,455
3,36,5580,649
4,57,5714,717
5,55,5078,803
6,34,4308,713
7,40,3443,629
8,42,2993,527
9,27,2364,448
10,11,1935,396
11,30,1578,304
12,32,1341,254
13,26,1000,239
14,27,869,174
15,16,783,150
16,12,613,118
17,11,503,127
18,10,453,90
19,11,404,90
20,7,317,72
21,9,240,52
22,16,261,56
23,9,250,39
24,12,201,40
25,8,142,35
26,11,124,29
27,7,138,24
28,8,150,30
29,5,109,20
30,6,106,16
31,4,75,17
32,7,83,13
33,6,71,17
34,12,62,15
35,2,56,13
36,4,56,13
37,2,53,6
38,7,45,6
39,4,33,6
40,9,48,8
41,3,32,6
42,2,34,2
43,4,31,3
44,3,37,4
45,1,32,6
46,5,27,3
47,8,24,9
48,2,18,2
49,4,25,2
50,4,21,3
51,2,21,1
52,5,11,0
53,4,14,3
54,2,19,2
55,2,11,2
56,5,15,1
57,0,8,1
58,7,11,0
59,3,10,1
60,1,7,1
