"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,31,840,87
2,196,1708,218
3,204,1877,277
4,262,1977,312
5,137,1694,319
6,103,1481,288
7,129,1174,246
8,107,963,166
9,86,758,156
10,82,650,133
11,67,477,95
12,62,408,70
13,36,339,67
14,57,266,45
15,26,238,43
16,36,183,31
17,36,137,38
18,39,129,20
19,20,123,17
20,8,86,18
21,24,63,13
22,16,74,16
23,15,67,12
24,19,46,18
25,16,42,11
26,4,34,8
27,9,35,3
28,7,36,8
29,9,22,4
30,6,22,5
31,6,12,3
32,3,16,1
33,8,19,3
34,0,19,2
35,2,15,3
36,6,14,4
37,0,7,4
38,2,8,2
39,1,6,3
40,2,13,0
41,1,5,1
42,2,11,0
43,2,10,1
44,2,6,2
45,2,10,4
46,4,7,0
47,0,8,2
48,1,3,0
49,2,10,0
50,0,8,1
51,0,4,0
52,1,2,0
53,0,3,0
54,1,7,0
55,1,1,0
56,1,2,1
57,0,2,0
58,1,1,0
59,1,0,1
60,1,1,1
