"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,23,1376,135
2,93,2876,356
3,111,3437,495
4,143,3642,532
5,107,3214,577
6,95,2797,523
7,88,2181,442
8,88,1923,362
9,61,1503,321
10,40,1240,285
11,55,986,202
12,39,858,177
13,36,676,167
14,32,555,112
15,30,518,99
16,27,401,80
17,17,327,90
18,29,313,50
19,18,260,62
20,14,207,47
21,19,161,42
22,23,169,40
23,10,162,31
24,8,138,31
25,14,90,26
26,15,73,21
27,13,95,13
28,12,97,22
29,15,66,14
30,10,72,15
31,13,51,11
32,15,52,6
33,18,52,11
34,12,46,7
35,16,43,10
36,9,34,9
37,7,31,4
38,5,27,3
39,8,23,4
40,5,34,4
41,8,15,3
42,4,23,2
43,7,21,3
44,3,21,3
45,3,26,5
46,4,18,1
47,5,16,5
48,3,9,1
49,4,19,2
50,5,12,3
51,2,13,0
52,2,6,0
53,3,5,2
54,12,16,1
55,7,8,1
56,10,4,1
57,6,5,0
58,6,9,0
59,1,4,1
60,7,6,1
