"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,18,1370,131
2,147,2874,348
3,155,3347,475
4,132,3532,507
5,98,3101,556
6,111,2707,494
7,64,2105,429
8,66,1876,346
9,63,1460,308
10,54,1191,272
11,44,955,190
12,46,831,169
13,46,656,161
14,21,540,107
15,18,495,97
16,28,378,78
17,26,308,86
18,18,298,46
19,17,251,60
20,20,205,43
21,15,153,39
22,14,161,40
23,18,160,29
24,20,134,29
25,18,88,24
26,23,74,17
27,19,88,12
28,10,86,21
29,10,61,13
30,12,68,14
31,7,51,9
32,17,49,6
33,10,50,11
34,12,44,6
35,9,42,9
36,5,33,8
37,7,32,4
38,13,23,3
39,7,22,5
40,6,30,3
41,6,11,3
42,3,25,2
43,1,20,3
44,2,20,3
45,12,23,5
46,6,17,2
47,11,17,5
48,7,7,0
49,5,20,2
50,4,9,3
51,8,12,0
52,5,7,0
53,2,5,2
54,3,15,0
55,5,7,0
56,2,3,1
57,1,9,0
58,2,10,0
59,4,6,1
60,1,6,1
