"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,16,978,95
2,122,2070,243
3,134,2280,320
4,78,2440,356
5,63,2137,380
6,70,1858,328
7,83,1481,299
8,60,1251,209
9,46,966,200
10,49,827,169
11,41,624,125
12,31,538,89
13,33,445,96
14,39,359,55
15,31,316,55
16,32,240,48
17,29,186,50
18,29,180,29
19,6,166,26
20,20,122,26
21,26,90,26
22,18,87,23
23,20,89,15
24,20,71,20
25,14,54,14
26,5,49,12
27,15,52,5
28,10,51,13
29,15,35,4
30,9,32,5
31,20,21,5
32,9,31,1
33,9,27,5
34,10,24,3
35,10,25,6
36,9,19,4
37,13,17,4
38,10,14,2
39,7,12,2
40,3,15,0
41,8,5,2
42,8,15,0
43,14,12,1
44,14,9,2
45,6,12,5
46,4,12,1
47,5,9,3
48,6,4,0
49,4,13,1
50,3,7,2
51,9,6,0
52,3,3,0
53,0,4,0
54,4,11,0
55,3,5,0
56,2,1,2
57,3,7,0
58,4,1,0
59,0,1,1
60,3,2,1
