"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,31,1361,130
2,173,2862,347
3,152,3339,474
4,107,3519,507
5,129,3088,553
6,71,2700,494
7,76,2099,429
8,72,1865,344
9,67,1449,307
10,51,1190,271
11,50,953,190
12,52,830,168
13,23,653,162
14,17,538,106
15,30,492,97
16,28,377,78
17,17,309,86
18,21,295,46
19,24,246,60
20,16,205,43
21,15,151,38
22,18,161,40
23,21,162,29
24,20,134,29
25,23,86,24
26,18,71,17
27,10,87,12
28,10,88,21
29,12,60,13
30,9,70,14
31,16,54,9
32,10,43,6
33,13,52,11
34,9,42,6
35,5,43,9
36,8,33,8
37,11,30,4
38,6,25,3
39,6,21,5
40,6,29,3
41,4,13,3
42,1,24,2
43,3,21,3
44,12,20,3
45,7,23,5
46,12,18,2
47,7,15,5
48,4,7,0
49,4,20,2
50,7,10,3
51,5,13,0
52,2,5,0
53,3,7,2
54,5,13,0
55,3,7,0
56,1,8,1
57,2,7,0
58,4,10,0
59,2,4,1
60,2,6,1
