"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,1976,167
2,63,4373,451
3,70,5526,647
4,62,5678,716
5,37,5039,803
6,32,4273,713
7,45,3414,626
8,49,2970,527
9,43,2343,447
10,48,1919,395
11,30,1573,303
12,20,1318,252
13,16,992,237
14,17,858,173
15,14,776,150
16,12,603,117
17,12,494,127
18,17,452,90
19,12,399,89
20,13,315,72
21,13,239,52
22,13,258,55
23,8,249,38
24,13,203,40
25,7,142,35
26,6,121,28
27,4,139,23
28,9,147,30
29,7,106,20
30,13,105,16
31,4,71,17
32,5,80,13
33,3,68,17
34,8,61,14
35,6,59,13
36,12,54,13
37,3,53,6
38,3,43,6
39,5,29,6
40,2,48,8
41,3,32,6
42,5,31,2
43,8,31,3
44,2,34,4
45,5,30,6
46,4,27,3
47,3,24,9
48,5,19,2
49,4,25,2
50,2,21,3
51,2,20,1
52,5,14,0
53,0,13,3
54,7,20,2
55,3,12,2
56,2,12,1
57,4,9,1
58,3,9,0
59,0,9,1
60,3,6,1
