"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,12,2014,168
2,46,4445,457
3,58,5606,651
4,33,5748,717
5,31,5107,804
6,45,4335,714
7,34,3452,630
8,27,3015,528
9,27,2380,449
10,28,1952,396
11,18,1589,305
12,7,1346,254
13,21,1004,242
14,22,878,174
15,20,789,150
16,22,618,118
17,10,503,128
18,10,457,91
19,9,403,91
20,10,322,72
21,10,245,55
22,5,264,57
23,7,251,41
24,7,204,41
25,6,144,35
26,10,123,29
27,4,137,24
28,11,151,31
29,4,110,20
30,7,110,16
31,4,77,17
32,5,81,13
33,1,73,17
34,6,64,15
35,5,60,13
36,7,57,13
37,2,52,6
38,3,41,6
39,1,32,6
40,8,52,8
41,2,32,6
42,9,35,2
43,2,32,3
44,2,36,4
45,4,31,6
46,2,31,3
47,1,25,9
48,6,18,2
49,9,25,3
50,2,20,3
51,3,20,1
52,4,10,0
53,3,15,3
54,5,20,2
55,4,12,2
56,2,11,1
57,2,8,1
58,5,15,0
59,0,9,1
60,6,7,1
