"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,20,1015,100
2,91,2136,247
3,111,2333,327
4,126,2501,357
5,113,2187,390
6,88,1917,338
7,59,1515,304
8,70,1284,215
9,45,1012,205
10,33,849,174
11,46,646,131
12,53,564,95
13,34,461,101
14,21,364,56
15,32,323,60
16,31,246,51
17,23,202,53
18,21,190,31
19,28,173,28
20,19,127,26
21,18,93,28
22,25,96,27
23,22,95,18
24,5,80,21
25,12,59,15
26,13,55,12
27,11,53,5
28,13,52,14
29,15,36,5
30,12,36,6
31,7,26,6
32,15,31,1
33,9,28,5
34,14,30,3
35,9,25,6
36,18,20,4
37,9,15,4
38,8,13,2
39,10,12,2
40,9,14,0
41,7,7,2
42,15,18,0
43,9,13,1
44,5,12,2
45,3,17,5
46,7,10,2
47,8,7,2
48,10,4,0
49,10,13,1
50,4,8,2
51,5,7,0
52,4,4,1
53,6,3,0
54,1,10,0
55,4,3,0
56,5,2,1
57,3,4,0
58,0,3,0
59,4,2,1
60,3,3,1
