"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,26,1735,158
2,159,3760,420
3,159,4641,609
4,166,4879,667
5,116,4304,756
6,104,3690,667
7,59,2945,577
8,68,2555,475
9,70,2030,412
10,62,1635,361
11,47,1335,268
12,43,1137,228
13,27,884,221
14,29,743,153
15,19,674,137
16,26,530,106
17,15,426,118
18,19,393,80
19,17,346,80
20,21,281,65
21,22,214,51
22,10,222,51
23,10,218,36
24,11,177,38
25,11,128,31
26,9,103,27
27,15,114,21
28,4,122,26
29,5,87,18
30,6,90,15
31,5,68,17
32,7,69,12
33,2,64,15
34,9,55,11
35,2,51,13
36,3,49,13
37,3,44,4
38,9,39,5
39,3,29,6
40,1,38,6
41,1,26,5
42,3,31,2
43,3,31,3
44,4,31,4
45,4,27,6
46,3,25,3
47,0,21,8
48,4,16,2
49,4,23,2
50,3,14,3
51,2,19,0
52,1,9,0
53,3,12,2
54,1,19,1
55,4,12,2
56,3,9,1
57,2,8,1
58,4,10,1
59,2,11,1
60,3,8,1
