"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,17,1357,130
2,145,2851,342
3,174,3306,473
4,107,3500,501
5,104,3060,547
6,90,2673,487
7,104,2070,427
8,75,1846,340
9,69,1439,304
10,62,1176,267
11,30,942,191
12,31,818,165
13,38,647,158
14,42,528,102
15,26,488,97
16,25,374,78
17,33,309,86
18,16,286,46
19,20,242,58
20,22,199,43
21,23,152,36
22,25,159,40
23,27,157,28
24,20,128,29
25,13,84,24
26,14,72,16
27,14,88,12
28,11,87,20
29,19,63,13
30,12,66,14
31,12,50,9
32,12,42,6
33,6,52,11
34,6,41,6
35,12,40,9
36,8,32,8
37,7,30,4
38,7,23,3
39,4,21,5
40,3,30,2
41,3,12,3
42,12,24,2
43,8,20,3
44,11,22,3
45,7,21,5
46,4,15,2
47,4,15,5
48,8,7,0
49,5,21,2
50,2,9,3
51,4,13,0
52,5,5,0
53,2,5,2
54,1,18,0
55,2,9,0
56,4,5,1
57,2,6,0
58,2,9,0
59,3,3,1
60,4,7,1
