"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,19,973,94
2,130,2034,241
3,157,2252,316
4,122,2398,346
5,87,2087,369
6,96,1803,325
7,69,1446,290
8,47,1220,203
9,50,940,196
10,59,814,166
11,46,614,124
12,40,521,88
13,41,435,91
14,36,352,53
15,13,311,55
16,29,236,46
17,27,187,48
18,23,173,28
19,26,161,25
20,23,111,25
21,18,85,25
22,6,85,22
23,14,87,15
24,12,65,20
25,16,52,14
26,12,46,11
27,28,53,4
28,10,48,12
29,11,32,4
30,13,29,5
31,12,21,5
32,10,29,1
33,15,30,5
34,11,21,2
35,10,25,6
36,3,18,4
37,12,14,4
38,9,11,2
39,14,10,2
40,17,13,0
41,8,5,1
42,8,16,0
43,6,11,2
44,8,7,2
45,5,12,4
46,3,10,1
47,9,8,2
48,3,4,0
49,0,12,1
50,4,9,2
51,2,7,0
52,2,2,0
53,3,7,0
54,4,7,0
55,0,4,0
56,3,2,1
57,0,3,0
58,2,2,0
59,3,0,1
60,0,0,1
