"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,2053,172
2,20,4536,460
3,25,5702,652
4,9,5884,726
5,9,5229,810
6,5,4429,723
7,6,3543,637
8,10,3089,532
9,2,2424,454
10,2,2006,400
11,4,1638,309
12,3,1377,258
13,0,1043,247
14,1,896,180
15,1,807,153
16,2,640,121
17,0,526,128
18,0,465,95
19,0,412,93
20,0,328,74
21,1,258,58
22,2,275,61
23,1,259,41
24,0,211,41
25,1,147,36
26,0,132,32
27,0,146,24
28,2,153,32
29,2,113,21
30,0,113,16
31,2,80,17
32,0,84,14
33,1,74,17
34,1,69,16
35,0,68,13
36,0,60,13
37,1,56,6
38,0,45,6
39,2,36,7
40,0,53,9
41,4,34,6
42,2,38,2
43,2,34,3
44,1,38,4
45,0,33,6
46,0,30,3
47,0,24,9
48,2,18,2
49,0,28,2
50,1,21,3
51,1,21,1
52,2,11,0
53,0,14,3
54,0,22,2
55,0,14,2
56,2,13,1
57,0,10,1
58,3,11,0
59,2,9,1
60,2,8,1
