"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,27,1464,144
2,141,3047,379
3,128,3688,532
4,115,3931,577
5,136,3500,630
6,59,3004,564
7,51,2389,487
8,66,2098,392
9,63,1639,352
10,45,1347,309
11,35,1088,230
12,44,938,197
13,28,741,182
14,27,615,126
15,27,564,112
16,18,435,88
17,14,357,98
18,21,332,66
19,21,284,67
20,9,227,52
21,14,184,48
22,11,184,44
23,13,187,31
24,8,152,34
25,6,103,27
26,9,85,24
27,10,104,16
28,6,104,21
29,11,74,16
30,5,76,15
31,3,60,13
32,8,56,6
33,4,55,11
34,2,54,9
35,3,48,11
36,5,43,10
37,5,37,4
38,0,29,5
39,5,26,5
40,4,35,5
41,5,17,4
42,5,26,2
43,6,27,4
44,7,23,3
45,2,27,6
46,4,22,3
47,6,21,5
48,0,12,2
49,5,22,2
50,3,12,3
51,2,14,0
52,5,8,0
53,2,7,2
54,2,17,1
55,4,8,1
56,3,6,1
57,2,5,0
58,1,10,1
59,4,6,1
60,2,7,1
