"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,2052,172
2,27,4534,459
3,13,5700,652
4,12,5883,726
5,6,5226,810
6,8,4428,723
7,11,3543,637
8,2,3089,532
9,2,2423,454
10,5,2006,400
11,2,1639,309
12,1,1376,258
13,0,1043,247
14,1,896,180
15,3,807,153
16,0,642,121
17,1,524,128
18,2,464,95
19,0,414,93
20,1,326,74
21,2,259,58
22,1,274,61
23,0,259,41
24,1,211,41
25,0,148,36
26,0,131,32
27,2,147,24
28,2,152,32
29,0,113,21
30,2,113,16
31,0,80,17
32,1,84,14
33,1,74,17
34,0,69,16
35,0,68,13
36,1,61,13
37,0,56,6
38,2,44,6
39,0,36,7
40,4,53,9
41,2,34,6
42,3,39,2
43,1,33,3
44,0,37,4
45,0,34,6
46,0,29,3
47,3,24,9
48,0,19,2
49,1,28,2
50,1,20,3
51,2,21,1
52,0,11,0
53,0,16,3
54,0,20,2
55,2,15,2
56,0,11,1
57,3,10,1
58,2,11,0
59,2,11,1
60,1,7,1
