"dagen","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,25,1572,149
2,192,3293,392
3,165,3997,564
4,137,4248,613
5,136,3788,680
6,83,3228,602
7,71,2615,523
8,61,2262,422
9,49,1781,376
10,51,1446,335
11,33,1182,246
12,30,1012,213
13,31,781,194
14,27,669,138
15,25,616,124
16,17,477,93
17,15,383,103
18,12,361,70
19,10,309,73
20,8,249,56
21,10,189,48
22,9,200,46
23,12,203,33
24,8,168,35
25,8,118,31
26,11,95,27
27,8,109,18
28,6,112,23
29,6,79,18
30,5,84,15
31,9,61,16
32,11,67,9
33,7,56,13
34,4,55,9
35,2,49,12
36,3,45,13
37,2,42,4
38,0,36,5
39,9,28,5
40,4,38,6
41,4,21,5
42,3,28,2
43,7,29,3
44,6,29,4
45,6,27,6
46,5,23,3
47,4,23,6
48,6,13,2
49,3,22,2
50,3,14,3
51,0,16,0
52,3,10,0
53,4,11,2
54,1,16,1
55,0,10,1
56,2,9,1
57,2,7,0
58,3,8,0
59,0,7,2
60,2,7,1
