Version,Date_of_report,Date_of_publication,Security_region_name,Security_region_code,Source_and_contact_tracing_phase,Total_reported,Reports_with_settings,Setting_reported,Number_settings_reported
2,2021-06-13T10:00:00Z,2020-12-14,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,home,142
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,visit,41
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,work,40
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,school_daycare,41
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,general_practitioner,1
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,hospital,3
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,health_care_other,2
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,nursing_home,21
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,residential_care_disabled,2
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,residential_care_other,1
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,gathering,1
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,travel,1
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,leisure,15
2,2021-06-13T10:00:00Z,2020-12-14,Amsterdam-Amstelland,VR13,high,420,278,other,2
2,2021-06-13T10:00:00Z,2020-12-14,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-14,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,home,71
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,visit,41
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,work,40
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,school_daycare,31
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,general_practitioner,3
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,hospital,2
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,health_care_other,1
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,nursing_home,10
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,residential_care_disabled,1
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,residential_care_other,1
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,daycare_elderly_disabled,1
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,travel,1
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,hospitality,2
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,leisure,8
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,funeral,1
2,2021-06-13T10:00:00Z,2020-12-15,Amsterdam-Amstelland,VR13,high,288,193,other,3
2,2021-06-13T10:00:00Z,2020-12-15,Gooi en Vechtstreek,VR14,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Haaglanden,VR15,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Hollands-Midden,VR16,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Rotterdam-Rijnmond,VR17,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Zuid-Holland-Zuid,VR18,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Zeeland,VR19,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Midden- en West-Brabant,VR20,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Brabant-Noord,VR21,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Brabant-Zuidoost,VR22,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Limburg-Noord,VR23,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Limburg-Zuid,VR24,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-15,Flevoland,VR25,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Groningen,VR01,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Fryslân,VR02,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Drenthe,VR03,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,IJsselland,VR04,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Twente,VR05,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Noord- en Oost-Gelderland,VR06,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Gelderland-Midden,VR07,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Gelderland-Zuid,VR08,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Utrecht,VR09,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Noord-Holland-Noord,VR10,low,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Zaanstreek-Waterland,VR11,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Kennemerland,VR12,medium,-9999,-9999,-9999,-9999
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,home,186
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,visit,78
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,work,58
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,school_daycare,79
2,2021-06-13T10:00:00Z,2020-12-16,Amsterdam-Amstelland,VR13,high,661,401,hospital,8
