"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-05-23
"20 - 24",2,1,40,0,43,2021-05-23
"25 - 29",4,6,81,6,97,2021-05-23
"30 - 34",7,4,153,5,169,2021-05-23
"35 - 39",16,11,167,14,208,2021-05-23
"40 - 44",17,12,264,24,317,2021-05-23
"45 - 49",31,34,508,54,627,2021-05-23
"50 - 54",48,59,869,129,1105,2021-05-23
"55 - 59",75,91,1200,223,1589,2021-05-23
"60 - 64",71,82,1333,436,1922,2021-05-23
"65 - 69",80,124,1322,661,2187,2021-05-23
"70 - 74",76,117,1178,942,2313,2021-05-23
"75 - 79",30,42,605,655,1332,2021-05-23
"80 - 84",4,3,134,223,364,2021-05-23
"85 - 89",1,0,17,35,53,2021-05-23
">90",0,0,4,2,6,2021-05-23
