"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,7,1,9,2020-09-27
"20 - 24",1,1,10,0,12,2020-09-27
"25 - 29",1,2,19,2,24,2020-09-27
"30 - 34",0,2,36,2,40,2020-09-27
"35 - 39",3,1,39,6,49,2020-09-27
"40 - 44",2,6,59,5,72,2020-09-27
"45 - 49",6,6,151,18,181,2020-09-27
"50 - 54",7,8,239,24,278,2020-09-27
"55 - 59",5,11,312,76,404,2020-09-27
"60 - 64",5,14,359,108,486,2020-09-27
"65 - 69",8,31,332,191,562,2020-09-27
"70 - 74",3,28,332,238,601,2020-09-27
"75 - 79",6,15,163,175,359,2020-09-27
"80 - 84",3,3,25,49,80,2020-09-27
"85 - 89",0,1,4,13,18,2020-09-27
">90",0,0,0,0,0,2020-09-27
