"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,8,1,10,2020-07-31
"20 - 24",3,1,7,0,11,2020-07-31
"25 - 29",1,0,16,2,19,2020-07-31
"30 - 34",1,1,33,3,38,2020-07-31
"35 - 39",2,1,33,6,42,2020-07-31
"40 - 44",2,4,53,5,64,2020-07-31
"45 - 49",6,0,136,19,161,2020-07-31
"50 - 54",12,2,216,23,253,2020-07-31
"55 - 59",11,3,289,75,378,2020-07-31
"60 - 64",18,5,328,100,451,2020-07-31
"65 - 69",11,3,311,185,510,2020-07-31
"70 - 74",17,4,303,229,553,2020-07-31
"75 - 79",9,6,144,164,323,2020-07-31
"80 - 84",3,3,19,45,70,2020-07-31
"85 - 89",1,1,4,10,16,2020-07-31
">90",0,0,0,0,0,2020-07-31
