"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,5,1,9,2020-05-19
"20 - 24",3,1,6,0,10,2020-05-19
"25 - 29",5,2,7,2,16,2020-05-19
"30 - 34",10,3,18,1,32,2020-05-19
"35 - 39",13,1,22,4,40,2020-05-19
"40 - 44",12,6,35,3,56,2020-05-19
"45 - 49",33,16,89,20,158,2020-05-19
"50 - 54",51,23,140,22,236,2020-05-19
"55 - 59",72,41,180,73,366,2020-05-19
"60 - 64",111,56,189,92,448,2020-05-19
"65 - 69",90,59,186,166,501,2020-05-19
"70 - 74",83,68,189,209,549,2020-05-19
"75 - 79",40,25,87,158,310,2020-05-19
"80 - 84",11,6,10,40,67,2020-05-19
"85 - 89",1,0,3,7,11,2020-05-19
">90",0,0,1,0,1,2020-05-19
