"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-08-21
"20 - 24",2,1,9,0,12,2020-08-21
"25 - 29",1,0,17,2,20,2020-08-21
"30 - 34",1,1,33,3,38,2020-08-21
"35 - 39",3,3,35,6,47,2020-08-21
"40 - 44",1,2,55,5,63,2020-08-21
"45 - 49",5,4,140,18,167,2020-08-21
"50 - 54",8,6,222,22,258,2020-08-21
"55 - 59",7,5,297,74,383,2020-08-21
"60 - 64",15,11,336,103,465,2020-08-21
"65 - 69",11,12,316,189,528,2020-08-21
"70 - 74",14,6,315,232,567,2020-08-21
"75 - 79",11,3,146,165,325,2020-08-21
"80 - 84",4,3,20,49,76,2020-08-21
"85 - 89",1,0,4,10,15,2020-08-21
">90",1,0,0,0,1,2020-08-21
