"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-08-31
"20 - 24",2,1,9,0,12,2020-08-31
"25 - 29",0,0,18,2,20,2020-08-31
"30 - 34",2,0,33,2,37,2020-08-31
"35 - 39",4,1,35,6,46,2020-08-31
"40 - 44",1,2,55,5,63,2020-08-31
"45 - 49",4,2,143,18,167,2020-08-31
"50 - 54",7,8,227,22,264,2020-08-31
"55 - 59",7,3,301,74,385,2020-08-31
"60 - 64",15,9,341,104,469,2020-08-31
"65 - 69",9,11,319,191,530,2020-08-31
"70 - 74",11,8,321,232,572,2020-08-31
"75 - 79",10,3,147,166,326,2020-08-31
"80 - 84",3,2,21,49,75,2020-08-31
"85 - 89",0,1,4,11,16,2020-08-31
">90",0,0,0,0,0,2020-08-31
