"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,18,2,21,2021-04-23
"20 - 24",2,2,35,0,39,2021-04-23
"25 - 29",1,2,73,4,80,2021-04-23
"30 - 34",14,11,119,4,148,2021-04-23
"35 - 39",13,15,143,13,184,2021-04-23
"40 - 44",12,17,220,21,270,2021-04-23
"45 - 49",30,29,430,51,540,2021-04-23
"50 - 54",62,73,734,112,981,2021-04-23
"55 - 59",83,104,1011,201,1399,2021-04-23
"60 - 64",80,122,1165,387,1754,2021-04-23
"65 - 69",87,194,1110,574,1965,2021-04-23
"70 - 74",82,177,1005,828,2092,2021-04-23
"75 - 79",33,80,546,595,1254,2021-04-23
"80 - 84",9,8,124,214,355,2021-04-23
"85 - 89",2,1,16,33,52,2021-04-23
">90",0,0,4,2,6,2021-04-23
