"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,9,1,13,2021-01-06
"20 - 24",3,0,21,0,24,2021-01-06
"25 - 29",2,1,40,2,45,2021-01-06
"30 - 34",3,2,73,3,81,2021-01-06
"35 - 39",9,3,71,9,92,2021-01-06
"40 - 44",10,6,112,12,140,2021-01-06
"45 - 49",22,22,253,34,331,2021-01-06
"50 - 54",35,49,416,67,567,2021-01-06
"55 - 59",63,89,558,122,832,2021-01-06
"60 - 64",60,121,642,231,1054,2021-01-06
"65 - 69",70,141,597,358,1166,2021-01-06
"70 - 74",74,167,604,508,1353,2021-01-06
"75 - 79",45,90,307,400,842,2021-01-06
"80 - 84",12,15,77,152,256,2021-01-06
"85 - 89",2,2,10,28,42,2021-01-06
">90",0,0,2,2,4,2021-01-06
