"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,15,2,18,2021-03-07
"20 - 24",3,1,30,0,34,2021-03-07
"25 - 29",4,2,55,3,64,2021-03-07
"30 - 34",7,5,90,3,105,2021-03-07
"35 - 39",6,11,98,11,126,2021-03-07
"40 - 44",6,8,157,17,188,2021-03-07
"45 - 49",23,22,345,43,433,2021-03-07
"50 - 54",31,41,576,94,742,2021-03-07
"55 - 59",58,82,799,163,1102,2021-03-07
"60 - 64",66,112,940,302,1420,2021-03-07
"65 - 69",69,105,871,473,1518,2021-03-07
"70 - 74",59,109,834,701,1703,2021-03-07
"75 - 79",32,42,451,507,1032,2021-03-07
"80 - 84",9,9,106,188,312,2021-03-07
"85 - 89",1,0,15,31,47,2021-03-07
">90",0,0,3,2,5,2021-03-07
