"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,8,1,9,2020-08-14
"20 - 24",2,1,8,0,11,2020-08-14
"25 - 29",0,0,17,2,19,2020-08-14
"30 - 34",1,1,33,3,38,2020-08-14
"35 - 39",2,1,33,6,42,2020-08-14
"40 - 44",1,2,55,5,63,2020-08-14
"45 - 49",6,5,137,18,166,2020-08-14
"50 - 54",9,5,219,23,256,2020-08-14
"55 - 59",10,3,294,74,381,2020-08-14
"60 - 64",15,14,332,100,461,2020-08-14
"65 - 69",11,12,313,186,522,2020-08-14
"70 - 74",17,8,305,230,560,2020-08-14
"75 - 79",11,4,145,165,325,2020-08-14
"80 - 84",4,3,19,48,74,2020-08-14
"85 - 89",1,0,4,10,15,2020-08-14
">90",0,0,0,0,0,2020-08-14
