"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,9,1,12,2021-01-01
"20 - 24",2,1,20,0,23,2021-01-01
"25 - 29",2,1,39,2,44,2021-01-01
"30 - 34",3,2,72,3,80,2021-01-01
"35 - 39",7,4,71,9,91,2021-01-01
"40 - 44",7,6,111,12,136,2021-01-01
"45 - 49",15,20,251,33,319,2021-01-01
"50 - 54",29,49,406,64,548,2021-01-01
"55 - 59",60,91,538,118,807,2021-01-01
"60 - 64",48,124,627,219,1018,2021-01-01
"65 - 69",66,134,581,344,1125,2021-01-01
"70 - 74",64,167,591,479,1301,2021-01-01
"75 - 79",27,89,303,391,810,2021-01-01
"80 - 84",12,11,73,148,244,2021-01-01
"85 - 89",2,2,8,27,39,2021-01-01
">90",0,0,2,2,4,2021-01-01
