"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,16,2,19,2021-03-25
"20 - 24",2,1,32,0,35,2021-03-25
"25 - 29",0,2,63,3,68,2021-03-25
"30 - 34",10,5,100,3,118,2021-03-25
"35 - 39",6,12,113,12,143,2021-03-25
"40 - 44",7,21,173,17,218,2021-03-25
"45 - 49",23,19,376,44,462,2021-03-25
"50 - 54",34,52,633,99,818,2021-03-25
"55 - 59",59,89,882,173,1203,2021-03-25
"60 - 64",80,104,1023,331,1538,2021-03-25
"65 - 69",67,128,963,502,1660,2021-03-25
"70 - 74",63,115,892,741,1811,2021-03-25
"75 - 79",29,64,488,539,1120,2021-03-25
"80 - 84",8,6,115,198,327,2021-03-25
"85 - 89",1,2,15,33,51,2021-03-25
">90",0,0,3,2,5,2021-03-25
