"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-05-21
"20 - 24",2,0,40,0,42,2021-05-21
"25 - 29",4,5,81,6,96,2021-05-21
"30 - 34",7,7,151,5,170,2021-05-21
"35 - 39",17,10,165,14,206,2021-05-21
"40 - 44",19,12,261,24,316,2021-05-21
"45 - 49",35,31,503,54,623,2021-05-21
"50 - 54",45,66,862,129,1102,2021-05-21
"55 - 59",76,91,1192,221,1580,2021-05-21
"60 - 64",73,88,1325,432,1918,2021-05-21
"65 - 69",85,124,1312,659,2180,2021-05-21
"70 - 74",76,125,1173,939,2313,2021-05-21
"75 - 79",32,39,604,654,1329,2021-05-21
"80 - 84",5,2,133,222,362,2021-05-21
"85 - 89",1,0,17,35,53,2021-05-21
">90",0,0,4,2,6,2021-05-21
