"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,9,1,13,2020-11-07
"20 - 24",3,1,16,0,20,2020-11-07
"25 - 29",2,0,26,2,30,2020-11-07
"30 - 34",3,3,50,2,58,2020-11-07
"35 - 39",6,3,50,8,67,2020-11-07
"40 - 44",9,11,79,9,108,2020-11-07
"45 - 49",15,15,196,22,248,2020-11-07
"50 - 54",22,53,289,34,398,2020-11-07
"55 - 59",35,66,380,87,568,2020-11-07
"60 - 64",45,111,434,140,730,2020-11-07
"65 - 69",45,108,416,231,800,2020-11-07
"70 - 74",43,135,389,314,881,2020-11-07
"75 - 79",26,81,207,252,566,2020-11-07
"80 - 84",16,28,38,86,168,2020-11-07
"85 - 89",1,0,5,18,24,2020-11-07
">90",0,1,1,1,3,2020-11-07
