"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,12,1,16,2021-01-25
"20 - 24",2,2,24,0,28,2021-01-25
"25 - 29",3,4,42,2,51,2021-01-25
"30 - 34",7,2,78,3,90,2021-01-25
"35 - 39",7,6,78,10,101,2021-01-25
"40 - 44",6,8,123,14,151,2021-01-25
"45 - 49",21,23,286,36,366,2021-01-25
"50 - 54",32,47,458,78,615,2021-01-25
"55 - 59",59,86,636,135,916,2021-01-25
"60 - 64",66,125,741,255,1187,2021-01-25
"65 - 69",64,143,692,400,1299,2021-01-25
"70 - 74",66,146,684,590,1486,2021-01-25
"75 - 79",42,51,361,451,905,2021-01-25
"80 - 84",7,11,91,164,273,2021-01-25
"85 - 89",2,1,13,30,46,2021-01-25
">90",0,0,2,2,4,2021-01-25
