"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,13,2,16,2021-02-08
"20 - 24",3,2,25,0,30,2021-02-08
"25 - 29",4,4,45,3,56,2021-02-08
"30 - 34",7,2,82,3,94,2021-02-08
"35 - 39",7,0,86,11,104,2021-02-08
"40 - 44",7,8,128,15,158,2021-02-08
"45 - 49",17,26,309,38,390,2021-02-08
"50 - 54",35,40,492,83,650,2021-02-08
"55 - 59",61,79,688,146,974,2021-02-08
"60 - 64",77,95,813,278,1263,2021-02-08
"65 - 69",75,111,757,438,1381,2021-02-08
"70 - 74",87,110,723,643,1563,2021-02-08
"75 - 79",30,43,401,472,946,2021-02-08
"80 - 84",10,9,96,174,289,2021-02-08
"85 - 89",2,0,14,31,47,2021-02-08
">90",0,0,3,2,5,2021-02-08
