"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,10,1,13,2020-11-12
"20 - 24",2,2,17,0,21,2020-11-12
"25 - 29",1,1,28,2,32,2020-11-12
"30 - 34",3,3,53,2,61,2020-11-12
"35 - 39",6,3,52,8,69,2020-11-12
"40 - 44",4,10,85,10,109,2020-11-12
"45 - 49",11,14,207,22,254,2020-11-12
"50 - 54",30,51,296,37,414,2020-11-12
"55 - 59",40,80,391,87,598,2020-11-12
"60 - 64",47,108,457,147,759,2020-11-12
"65 - 69",51,114,426,240,831,2020-11-12
"70 - 74",52,140,404,334,930,2020-11-12
"75 - 79",29,80,213,262,584,2020-11-12
"80 - 84",13,24,42,99,178,2020-11-12
"85 - 89",2,2,5,18,27,2020-11-12
">90",0,1,1,1,3,2020-11-12
