"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,19,3,22,2021-05-15
"20 - 24",3,0,38,0,41,2021-05-15
"25 - 29",3,2,80,5,90,2021-05-15
"30 - 34",10,6,144,4,164,2021-05-15
"35 - 39",19,9,160,13,201,2021-05-15
"40 - 44",20,15,251,22,308,2021-05-15
"45 - 49",39,37,485,53,614,2021-05-15
"50 - 54",48,61,838,128,1075,2021-05-15
"55 - 59",78,105,1151,220,1554,2021-05-15
"60 - 64",78,102,1287,423,1890,2021-05-15
"65 - 69",84,156,1273,647,2160,2021-05-15
"70 - 74",88,161,1133,910,2292,2021-05-15
"75 - 79",37,48,591,648,1324,2021-05-15
"80 - 84",7,2,131,221,361,2021-05-15
"85 - 89",2,0,16,35,53,2021-05-15
">90",0,0,4,2,6,2021-05-15
