"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,8,1,9,2020-08-10
"20 - 24",2,1,8,0,11,2020-08-10
"25 - 29",1,0,16,2,19,2020-08-10
"30 - 34",1,1,33,3,38,2020-08-10
"35 - 39",2,0,33,6,41,2020-08-10
"40 - 44",1,2,55,5,63,2020-08-10
"45 - 49",5,3,136,18,162,2020-08-10
"50 - 54",8,6,219,23,256,2020-08-10
"55 - 59",9,4,293,74,380,2020-08-10
"60 - 64",15,9,332,100,456,2020-08-10
"65 - 69",12,5,312,186,515,2020-08-10
"70 - 74",15,6,305,231,557,2020-08-10
"75 - 79",10,3,144,165,322,2020-08-10
"80 - 84",3,2,19,47,71,2020-08-10
"85 - 89",1,0,4,10,15,2020-08-10
">90",0,0,0,0,0,2020-08-10
