"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,2,11,1,16,2021-01-23
"20 - 24",2,0,24,0,26,2021-01-23
"25 - 29",1,5,42,2,50,2021-01-23
"30 - 34",8,1,77,3,89,2021-01-23
"35 - 39",7,4,78,10,99,2021-01-23
"40 - 44",6,8,121,14,149,2021-01-23
"45 - 49",17,26,285,36,364,2021-01-23
"50 - 54",30,46,456,78,610,2021-01-23
"55 - 59",50,91,633,132,906,2021-01-23
"60 - 64",61,127,733,254,1175,2021-01-23
"65 - 69",60,140,685,396,1281,2021-01-23
"70 - 74",70,146,675,582,1473,2021-01-23
"75 - 79",42,58,356,446,902,2021-01-23
"80 - 84",6,9,90,163,268,2021-01-23
"85 - 89",2,1,13,29,45,2021-01-23
">90",0,0,2,2,4,2021-01-23
