"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,17,2,19,2021-04-07
"20 - 24",2,0,34,0,36,2021-04-07
"25 - 29",1,5,65,3,74,2021-04-07
"30 - 34",9,4,110,3,126,2021-04-07
"35 - 39",12,17,123,12,164,2021-04-07
"40 - 44",13,20,193,17,243,2021-04-07
"45 - 49",23,31,400,46,500,2021-04-07
"50 - 54",42,78,667,105,892,2021-04-07
"55 - 59",70,97,939,187,1293,2021-04-07
"60 - 64",67,114,1091,350,1622,2021-04-07
"65 - 69",86,164,1019,526,1795,2021-04-07
"70 - 74",65,151,937,776,1929,2021-04-07
"75 - 79",36,81,510,557,1184,2021-04-07
"80 - 84",11,8,119,204,342,2021-04-07
"85 - 89",2,1,15,33,51,2021-04-07
">90",1,0,3,2,6,2021-04-07
