"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,2,11,1,16,2021-01-22
"20 - 24",2,0,24,0,26,2021-01-22
"25 - 29",1,5,42,2,50,2021-01-22
"30 - 34",8,1,77,3,89,2021-01-22
"35 - 39",7,3,78,10,98,2021-01-22
"40 - 44",8,7,120,14,149,2021-01-22
"45 - 49",16,26,284,36,362,2021-01-22
"50 - 54",31,49,452,78,610,2021-01-22
"55 - 59",50,91,631,131,903,2021-01-22
"60 - 64",62,128,729,248,1167,2021-01-22
"65 - 69",61,137,680,394,1272,2021-01-22
"70 - 74",68,151,672,579,1470,2021-01-22
"75 - 79",42,58,354,444,898,2021-01-22
"80 - 84",6,9,90,163,268,2021-01-22
"85 - 89",3,1,12,29,45,2021-01-22
">90",0,1,2,2,5,2021-01-22
