"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-09-18
"20 - 24",1,0,10,0,11,2020-09-18
"25 - 29",1,0,18,2,21,2020-09-18
"30 - 34",0,0,36,2,38,2020-09-18
"35 - 39",2,0,40,6,48,2020-09-18
"40 - 44",1,5,58,5,69,2020-09-18
"45 - 49",2,4,151,18,175,2020-09-18
"50 - 54",9,6,235,23,273,2020-09-18
"55 - 59",7,7,308,76,398,2020-09-18
"60 - 64",5,10,363,108,486,2020-09-18
"65 - 69",9,9,330,192,540,2020-09-18
"70 - 74",4,13,334,236,587,2020-09-18
"75 - 79",6,9,163,171,349,2020-09-18
"80 - 84",2,2,30,49,83,2020-09-18
"85 - 89",0,2,5,12,19,2020-09-18
">90",0,0,0,0,0,2020-09-18
