"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,12,1,16,2021-01-28
"20 - 24",2,2,24,0,28,2021-01-28
"25 - 29",3,3,42,3,51,2021-01-28
"30 - 34",5,3,80,3,91,2021-01-28
"35 - 39",7,5,79,10,101,2021-01-28
"40 - 44",5,8,125,14,152,2021-01-28
"45 - 49",13,28,297,36,374,2021-01-28
"50 - 54",23,49,471,79,622,2021-01-28
"55 - 59",58,80,650,139,927,2021-01-28
"60 - 64",73,116,755,258,1202,2021-01-28
"65 - 69",67,144,703,410,1324,2021-01-28
"70 - 74",68,143,691,603,1505,2021-01-28
"75 - 79",36,49,375,454,914,2021-01-28
"80 - 84",8,12,92,165,277,2021-01-28
"85 - 89",2,0,13,31,46,2021-01-28
">90",1,0,2,2,5,2021-01-28
