"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,18,3,21,2021-05-25
"20 - 24",2,1,40,0,43,2021-05-25
"25 - 29",5,6,82,6,99,2021-05-25
"30 - 34",6,4,154,5,169,2021-05-25
"35 - 39",17,9,167,14,207,2021-05-25
"40 - 44",18,13,265,24,320,2021-05-25
"45 - 49",33,36,509,55,633,2021-05-25
"50 - 54",58,65,871,130,1124,2021-05-25
"55 - 59",78,93,1203,224,1598,2021-05-25
"60 - 64",70,79,1340,440,1929,2021-05-25
"65 - 69",84,118,1325,667,2194,2021-05-25
"70 - 74",78,115,1181,946,2320,2021-05-25
"75 - 79",29,40,607,657,1333,2021-05-25
"80 - 84",5,1,134,224,364,2021-05-25
"85 - 89",1,0,17,35,53,2021-05-25
">90",0,0,4,2,6,2021-05-25
