"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-08-19
"20 - 24",2,1,9,0,12,2020-08-19
"25 - 29",1,0,17,2,20,2020-08-19
"30 - 34",1,1,33,3,38,2020-08-19
"35 - 39",3,2,33,6,44,2020-08-19
"40 - 44",1,2,55,5,63,2020-08-19
"45 - 49",4,4,140,18,166,2020-08-19
"50 - 54",8,6,222,22,258,2020-08-19
"55 - 59",9,4,295,74,382,2020-08-19
"60 - 64",16,11,333,102,462,2020-08-19
"65 - 69",10,11,317,188,526,2020-08-19
"70 - 74",15,5,310,231,561,2020-08-19
"75 - 79",10,4,146,165,325,2020-08-19
"80 - 84",5,2,20,48,75,2020-08-19
"85 - 89",1,0,4,10,15,2020-08-19
">90",0,1,0,0,1,2020-08-19
