"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,16,2,19,2021-03-30
"20 - 24",4,1,32,0,37,2021-03-30
"25 - 29",1,2,64,3,70,2021-03-30
"30 - 34",8,3,105,3,119,2021-03-30
"35 - 39",6,16,117,12,151,2021-03-30
"40 - 44",15,17,177,17,226,2021-03-30
"45 - 49",25,26,385,44,480,2021-03-30
"50 - 54",35,54,648,103,840,2021-03-30
"55 - 59",67,86,898,180,1231,2021-03-30
"60 - 64",75,109,1046,339,1569,2021-03-30
"65 - 69",67,149,983,508,1707,2021-03-30
"70 - 74",62,126,908,754,1850,2021-03-30
"75 - 79",34,78,496,545,1153,2021-03-30
"80 - 84",10,9,116,198,333,2021-03-30
"85 - 89",2,0,15,33,50,2021-03-30
">90",1,0,3,2,6,2021-03-30
