"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,9,1,12,2020-12-11
"20 - 24",2,0,20,0,22,2020-12-11
"25 - 29",5,0,29,2,36,2020-12-11
"30 - 34",3,4,64,3,74,2020-12-11
"35 - 39",7,4,59,9,79,2020-12-11
"40 - 44",9,6,98,11,124,2020-12-11
"45 - 49",15,10,231,32,288,2020-12-11
"50 - 54",25,35,362,48,470,2020-12-11
"55 - 59",56,67,467,107,697,2020-12-11
"60 - 64",60,73,554,191,878,2020-12-11
"65 - 69",57,98,508,308,971,2020-12-11
"70 - 74",62,117,510,422,1111,2020-12-11
"75 - 79",27,60,263,343,693,2020-12-11
"80 - 84",19,11,59,132,221,2020-12-11
"85 - 89",2,1,6,22,31,2020-12-11
">90",0,0,1,2,3,2020-12-11
