"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,9,1,11,2020-06-15
"20 - 24",2,2,7,0,11,2020-06-15
"25 - 29",4,0,11,2,17,2020-06-15
"30 - 34",9,0,23,3,35,2020-06-15
"35 - 39",4,1,30,6,41,2020-06-15
"40 - 44",4,5,46,3,58,2020-06-15
"45 - 49",20,1,120,20,161,2020-06-15
"50 - 54",38,12,182,23,255,2020-06-15
"55 - 59",47,15,238,75,375,2020-06-15
"60 - 64",66,10,272,100,448,2020-06-15
"65 - 69",43,21,264,178,506,2020-06-15
"70 - 74",57,25,250,222,554,2020-06-15
"75 - 79",32,14,113,161,320,2020-06-15
"80 - 84",4,2,16,42,64,2020-06-15
"85 - 89",1,0,4,9,14,2020-06-15
">90",0,0,0,0,0,2020-06-15
