"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,2,10,1,15,2021-01-17
"20 - 24",1,1,24,0,26,2021-01-17
"25 - 29",1,3,42,2,48,2021-01-17
"30 - 34",6,3,75,3,87,2021-01-17
"35 - 39",6,6,77,9,98,2021-01-17
"40 - 44",7,7,117,13,144,2021-01-17
"45 - 49",18,30,273,35,356,2021-01-17
"50 - 54",31,51,440,73,595,2021-01-17
"55 - 59",51,85,612,128,876,2021-01-17
"60 - 64",71,117,694,243,1125,2021-01-17
"65 - 69",65,137,657,383,1242,2021-01-17
"70 - 74",69,162,649,558,1438,2021-01-17
"75 - 79",45,66,338,433,882,2021-01-17
"80 - 84",6,11,86,160,263,2021-01-17
"85 - 89",1,3,11,29,44,2021-01-17
">90",0,0,2,2,4,2021-01-17
