"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,10,1,11,2020-07-08
"20 - 24",3,1,7,0,11,2020-07-08
"25 - 29",1,1,14,2,18,2020-07-08
"30 - 34",0,0,32,3,35,2020-07-08
"35 - 39",1,1,34,6,42,2020-07-08
"40 - 44",1,3,51,5,60,2020-07-08
"45 - 49",8,1,134,19,162,2020-07-08
"50 - 54",15,3,213,24,255,2020-07-08
"55 - 59",21,5,274,76,376,2020-07-08
"60 - 64",20,2,324,101,447,2020-07-08
"65 - 69",17,6,303,182,508,2020-07-08
"70 - 74",20,5,298,229,552,2020-07-08
"75 - 79",13,6,137,164,320,2020-07-08
"80 - 84",2,0,19,44,65,2020-07-08
"85 - 89",1,0,4,9,14,2020-07-08
">90",0,0,0,0,0,2020-07-08
