"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,19,3,23,2021-06-19
"20 - 24",3,0,44,0,47,2021-06-19
"25 - 29",1,0,92,6,99,2021-06-19
"30 - 34",2,4,161,5,172,2021-06-19
"35 - 39",7,4,185,14,210,2021-06-19
"40 - 44",10,4,290,25,329,2021-06-19
"45 - 49",16,11,559,62,648,2021-06-19
"50 - 54",27,27,958,137,1149,2021-06-19
"55 - 59",37,38,1323,242,1640,2021-06-19
"60 - 64",21,33,1449,448,1951,2021-06-19
"65 - 69",41,39,1430,708,2218,2021-06-19
"70 - 74",35,35,1282,981,2333,2021-06-19
"75 - 79",13,10,641,681,1345,2021-06-19
"80 - 84",1,2,138,229,370,2021-06-19
"85 - 89",0,0,18,36,54,2021-06-19
">90",0,0,4,2,6,2021-06-19
