"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,7,1,8,2020-08-20
"20 - 24",2,1,9,0,12,2020-08-20
"25 - 29",1,0,17,2,20,2020-08-20
"30 - 34",1,1,33,3,38,2020-08-20
"35 - 39",3,1,34,6,44,2020-08-20
"40 - 44",1,2,55,5,63,2020-08-20
"45 - 49",5,3,140,18,166,2020-08-20
"50 - 54",8,6,222,22,258,2020-08-20
"55 - 59",7,4,297,74,382,2020-08-20
"60 - 64",14,10,335,102,461,2020-08-20
"65 - 69",11,12,317,188,528,2020-08-20
"70 - 74",14,5,312,231,562,2020-08-20
"75 - 79",11,4,146,165,326,2020-08-20
"80 - 84",4,2,20,49,75,2020-08-20
"85 - 89",1,0,4,10,15,2020-08-20
">90",1,2,0,0,3,2020-08-20
